,mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin
0,18.0,1.496307924470656,1.0892327311042995,0.6722714619460141,0.6300768256149949,-1.2938698102195594,70,1
1,15.0,1.496307924470656,1.5016242793620063,1.5879594901955474,0.8532590135498572,-1.4751810504376373,70,1
2,18.0,1.496307924470656,1.1947282434492943,1.19552176380289,0.5497784722839334,-1.6564922906557151,70,1
3,16.0,1.496307924470656,1.060461227737483,1.19552176380289,0.5462358978722689,-1.2938698102195594,70,1
4,17.0,1.496307924470656,1.0412802254929383,0.9338966128744521,0.5651296280678128,-1.8378035308737928,70,1
5,15.0,1.496307924470656,2.2592738680215136,2.4513224882593927,1.618455086469385,-2.019114771091871,70,1
6,14.0,1.496307924470656,2.49903639607832,3.0268978203019565,1.6338062422532644,-2.381737251528026,70,1
7,14.0,1.496307924470656,2.3647693803665084,2.8960852448377374,1.5842102004899616,-2.563048491746104,70,1
8,14.0,1.496307924470656,2.5086268972005925,3.1577103957661756,1.7176471699959905,-2.019114771091871,70,1
9,15.0,1.496307924470656,1.885244324252896,2.2420223675166424,1.0386537410936316,-2.563048491746104,70,1
10,15.0,1.496307924470656,1.8181108163969903,1.7187720656597663,0.699747455711063,-2.019114771091871,70,1
11,14.0,1.496307924470656,1.4057192681392838,1.4571469147313283,0.7540669300232518,-2.744359731964182,70,1
12,15.0,1.496307924470656,1.9811493354756187,1.19552176380289,0.9335573668809187,-2.2004260113099483,70,1
13,14.0,1.496307924470656,2.5086268972005925,3.1577103957661756,0.13647812425641062,-2.019114771091871,70,1
14,24.0,-0.8552441147764164,-0.7713244866165163,-0.24341656630351913,-0.7066545857197358,-0.2060023689110927,70,3
15,22.0,0.32053190484711985,0.043868108776624684,-0.24341656630351913,-0.16227898446062727,-0.024691128693014885,70,1
16,18.0,0.32053190484711985,0.05345860989889693,-0.19109153611783153,-0.23194961455669538,-0.024691128693014885,70,1
17,21.0,0.32053190484711985,0.06304911102116918,-0.5050417172319572,-0.4527700862171147,0.15662011152506292,70,1
18,27.0,-0.8552441147764164,-0.9247725045728723,-0.42655417195342576,-0.9924222549273373,-0.38731360912917046,70,3
19,26.0,-0.8552441147764164,-0.9247725045728723,-1.5253798058528656,-1.340775405407678,1.7884212734877631,70,2
20,25.0,-0.8552441147764164,-0.8000959899833331,-0.45271668704626955,-0.35239714455328774,0.7005538321792963,70,2
21,24.0,-0.8552441147764164,-0.8288674933501498,-0.37422914176773814,-0.6381648137608892,-0.38731360912917046,70,2
22,25.0,-0.8552441147764164,-0.8576389967169665,-0.24341656630351913,-0.7031120113080713,0.7005538321792963,70,2
23,26.0,-0.8552441147764164,-0.6946004776383383,0.22750870536766937,-0.8696130086563019,-1.1125585700014817,70,2
24,21.0,0.32053190484711985,0.05345860989889693,-0.37422914176773814,-0.3807377398466036,-0.2060023689110927,70,1
25,10.0,1.496307924470656,1.5975292905847287,2.8960852448377374,1.9420102160680743,-0.5686248493472483,70,1
26,10.0,1.496307924470656,1.0892327311042995,2.5036475184450806,1.6597851212721373,-0.2060023689110927,70,1
27,11.0,1.496307924470656,1.1947282434492943,2.7652726693735183,1.6668702700954663,-0.7499360895653261,70,1
28,9.0,1.496307924470656,1.060461227737483,2.320509912795174,2.080170618122989,1.0631763126154519,70,1
29,27.0,-0.8552441147764164,-0.9247725045728723,-0.42655417195342576,-0.9924222549273373,-0.38731360912917046,71,3
30,28.0,-0.8552441147764164,-0.5123809563151657,-0.37422914176773814,-0.8341872645396571,-0.024691128693014885,71,1
31,25.0,-0.8552441147764164,-0.7713244866165163,-0.24341656630351913,-0.8766981574796309,-0.5686248493472483,71,3
32,25.0,-0.8552441147764164,-0.9151820034506,-0.28266033894278486,-1.0916143384539427,1.2444875528335297,71,1
33,19.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,-0.39726975376770446,-0.9312473297834039,71,1
34,16.0,0.32053190484711985,0.30281163907797537,0.018208584624918932,0.5533210466955979,-0.024691128693014885,71,1
35,17.0,0.32053190484711985,0.5425741671347816,-0.1126039908393001,0.42342665160123355,-0.024691128693014885,71,1
36,19.0,0.32053190484711985,0.5425741671347816,-0.42655417195342576,0.3915434818962532,-0.024691128693014885,71,1
37,18.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,0.37501146797515233,-0.024691128693014885,71,1
38,14.0,1.496307924470656,1.5016242793620063,1.5879594901955474,1.4625818123561478,-1.2938698102195594,71,1
39,14.0,1.496307924470656,1.9811493354756187,1.8495846411239854,1.7637006373476287,-1.4751810504376373,71,1
40,14.0,1.496307924470656,1.5112147804842784,1.2740093090814215,1.3976346148089658,-0.7499360895653261,71,1
41,14.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.3291448428501191,-0.9312473297834039,71,1
42,12.0,1.496307924470656,1.8181108163969903,1.9803972165882044,2.343501982723382,-1.4751810504376373,71,1
43,13.0,1.496307924470656,1.9811493354756187,1.7187720656597663,2.09670263204409,-1.2938698102195594,71,1
44,13.0,1.496307924470656,1.9811493354756187,1.8495846411239854,2.5619607381093585,-1.2938698102195594,71,1
45,18.0,0.32053190484711985,0.6192981761129595,0.14902116008913796,-0.00994828475905459,-0.7499360895653261,71,1
46,22.0,-0.8552441147764164,-0.5123809563151657,-0.8451544134389267,-0.664143692779762,1.2444875528335297,71,1
47,19.0,0.32053190484711985,0.5425741671347816,-0.1126039908393001,0.36792631915182333,-0.2060023689110927,71,1
48,18.0,0.32053190484711985,0.5425741671347816,-0.42655417195342576,0.19906360552914978,-0.38731360912917046,71,1
49,23.0,-0.8552441147764164,-0.6850099765160661,-0.4788792021391134,-0.8861450225774028,-0.5686248493472483,71,1
50,28.0,-0.8552441147764164,-0.7425529832496995,-0.37422914176773814,-1.0006882618878876,-0.5686248493472483,71,2
51,30.0,-0.8552441147764164,-1.0974015247737727,-0.8974794436246143,-1.0585503106117409,1.4257987930516074,71,2
52,30.0,-0.8552441147764164,-1.0110870146733224,-0.7405043530675515,-1.0691780338467343,-0.38731360912917046,71,2
53,31.0,-0.8552441147764164,-1.1741255337519507,-1.0282920190888334,-1.4139886099154104,1.2444875528335297,71,3
54,35.0,-0.8552441147764164,-1.1645350326296784,-0.9236419587174581,-1.6029259118708494,0.8818650723973741,71,3
55,27.0,-0.8552441147764164,-0.9247725045728723,-1.1591045945530523,-1.3419562635448994,1.2444875528335297,71,2
56,26.0,-0.8552441147764164,-0.9823155113065057,-0.8974794436246143,-1.1990724289410986,1.7884212734877631,71,1
57,24.0,-0.8552441147764164,-0.7713244866165163,-0.24341656630351913,-0.8176552506185562,-0.024691128693014885,72,3
58,25.0,-0.8552441147764164,-0.9199772540117361,-0.6358542926961762,-0.9971456874762232,0.5192425919612185,72,1
59,23.0,-0.8552441147764164,-0.9247725045728723,-1.316079685110115,-0.845995845911872,2.87628871479623,72,2
60,20.0,-0.8552441147764164,-0.5123809563151657,-0.37422914176773814,-0.664143692779762,1.4257987930516074,72,1
61,21.0,-0.8552441147764164,-0.6850099765160661,-0.4788792021391134,-0.8790598737540739,0.3379313517431407,72,1
62,13.0,1.496307924470656,1.5016242793620063,1.5879594901955474,1.539337591275545,-1.2938698102195594,72,1
63,14.0,1.496307924470656,1.9811493354756187,1.8495846411239854,1.6704128445071307,-1.2938698102195594,72,1
64,15.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.3751983102017573,-0.7499360895653261,72,1
65,14.0,1.496307924470656,1.5112147804842784,1.2740093090814215,1.3681131613784283,-0.9312473297834039,72,1
66,17.0,1.496307924470656,1.060461227737483,1.19552176380289,0.8284609926682058,-1.4751810504376373,72,1
67,11.0,1.496307924470656,2.2592738680215136,2.712947639187831,1.9632656625380611,-1.6564922906557151,72,1
68,13.0,1.496307924470656,1.5016242793620063,1.3263343392671092,1.8085732465620454,-0.7499360895653261,72,1
69,12.0,1.496307924470656,1.5016242793620063,1.4571469147313283,1.7542537722498568,-0.7499360895653261,72,1
70,13.0,1.496307924470656,1.9811493354756187,2.2420223675166424,1.714104595584326,-1.1125585700014817,72,1
71,19.0,-1.4431321245881843,-1.1837160348742228,-0.19109153611783153,-0.7562506274830385,-0.7499360895653261,72,3
72,15.0,1.496307924470656,1.060461227737483,1.19552176380289,1.0882497828569344,-1.1125585700014817,72,1
73,13.0,1.496307924470656,1.0892327311042995,0.6722714619460141,1.331506559124562,-0.5686248493472483,72,1
74,13.0,1.496307924470656,1.0412802254929383,0.9338966128744521,1.5629547540199749,0.15662011152506292,72,1
75,14.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.3067085382429107,-0.5686248493472483,72,1
76,18.0,-0.8552441147764164,-0.6946004776383383,0.2013461902748256,-0.0441931707384779,-0.38731360912917046,72,2
77,22.0,-0.8552441147764164,-0.6946004776383383,-0.7405043530675515,-0.5425153046459482,0.8818650723973741,72,2
78,21.0,-0.8552441147764164,-0.7041909787606105,-0.45271668704626955,0.0101263035737108,1.4257987930516074,72,2
79,26.0,-0.8552441147764164,-0.9343630056951445,-0.9236419587174581,-0.9227516248312692,0.8818650723973741,72,2
80,22.0,-0.8552441147764164,-0.6850099765160661,-0.4788792021391134,-0.6794948485636414,0.15662011152506292,72,1
81,28.0,-0.8552441147764164,-0.9247725045728723,-0.32190411158205057,-0.8058466692463413,0.5192425919612185,72,3
82,23.0,-0.8552441147764164,-0.7041909787606105,-0.19109153611783153,-0.5484195953320556,-0.38731360912917046,72,3
83,28.0,-0.8552441147764164,-0.9151820034506,-0.6358542926961762,-0.9522730782618064,-0.2060023689110927,72,1
84,27.0,-0.8552441147764164,-0.9247725045728723,-0.42655417195342576,-1.027847999043982,0.3379313517431407,72,3
85,13.0,1.496307924470656,1.5016242793620063,1.8495846411239854,1.333868275399005,-0.9312473297834039,73,1
86,14.0,1.496307924470656,1.060461227737483,1.19552176380289,0.8284609926682058,-1.4751810504376373,73,1
87,13.0,1.496307924470656,1.5016242793620063,1.0647091883386712,1.2016121640301978,-0.9312473297834039,73,1
88,14.0,1.496307924470656,1.0412802254929383,0.8554090675959207,1.2653785034401586,-0.38731360912917046,73,1
89,15.0,1.496307924470656,1.1947282434492943,1.19552176380289,0.9524510970764627,-1.1125585700014817,73,1
90,12.0,1.496307924470656,2.2592738680215136,2.4513224882593927,2.3399594083117177,-1.4751810504376373,73,1
91,13.0,1.496307924470656,1.9811493354756187,1.19552176380289,1.7637006373476287,-1.2938698102195594,73,1
92,13.0,1.496307924470656,1.5112147804842784,1.4048218845456406,1.6444339654882578,-0.9312473297834039,73,1
93,14.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.4956458401983497,-0.38731360912917046,73,1
94,13.0,1.496307924470656,2.3647693803665084,2.8960852448377374,2.0837131925346535,-1.6564922906557151,73,1
95,12.0,1.496307924470656,2.5086268972005925,3.1577103957661756,2.338778550174496,-1.6564922906557151,73,1
96,13.0,1.496307924470656,1.5975292905847287,1.8495846411239854,1.0044088551142083,-1.6564922906557151,73,1
97,18.0,0.32053190484711985,0.30281163907797537,0.018208584624918932,0.1778081590591629,0.3379313517431407,73,1
98,16.0,0.32053190484711985,0.5425741671347816,-0.1126039908393001,0.36320288660293737,0.8818650723973741,73,1
99,18.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,-0.03002287309181998,0.15662011152506292,73,1
100,18.0,0.32053190484711985,0.5425741671347816,-0.42655417195342576,0.05972234533701353,0.3379313517431407,73,1
101,23.0,0.32053190484711985,0.043868108776624684,-0.24341656630351913,-0.07843805671790122,0.15662011152506292,73,1
102,26.0,-0.8552441147764164,-0.9247725045728723,-1.5253798058528656,-1.204976719627206,1.9697325137058408,73,2
103,11.0,1.496307924470656,1.9811493354756187,1.19552176380289,2.393098024486685,-0.5686248493472483,73,1
104,12.0,1.496307924470656,1.9811493354756187,1.6402845203812348,2.285639933999529,-1.1125585700014817,73,1
105,13.0,1.496307924470656,1.5975292905847287,1.7187720656597663,1.9880636834197125,-0.9312473297834039,73,1
106,12.0,1.496307924470656,1.5016242793620063,1.9803972165882044,1.805030672150381,-1.1125585700014817,73,1
107,18.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,-0.214236742498373,-0.2060023689110927,73,1
108,20.0,-0.8552441147764164,-0.9247725045728723,-0.42655417195342576,-0.8164743924813347,1.2444875528335297,73,3
109,21.0,-0.8552441147764164,-0.5123809563151657,-0.8451544134389267,-0.6724096997403125,1.4257987930516074,73,1
110,22.0,-0.8552441147764164,-0.8192769922278775,-0.26957908139636294,-0.6983885787591854,0.3379313517431407,73,3
111,18.0,-1.4431321245881843,-1.1837160348742228,-0.37422914176773814,-0.9995074037506662,-0.7499360895653261,73,3
112,19.0,-0.8552441147764164,-0.6850099765160661,-0.5050417172319572,-0.7798677902274684,1.0631763126154519,73,1
113,21.0,0.32053190484711985,-0.36852343948108196,0.07053361481060655,-0.5885687719975864,-0.5686248493472483,73,1
114,26.0,-0.8552441147764164,-0.9151820034506,-0.37422914176773814,-0.8330064064024356,-0.024691128693014885,73,2
115,15.0,1.496307924470656,1.5016242793620063,1.0647091883386712,1.3126128289290182,-0.9312473297834039,73,1
116,16.0,1.496307924470656,1.9811493354756187,3.2885229712303947,1.544061023824431,-2.2004260113099483,73,1
117,29.0,-0.8552441147764164,-1.2028970371187675,-1.4468922605743342,-1.30298794501659,1.4257987930516074,73,2
118,24.0,-0.8552441147764164,-0.7425529832496995,-0.7666668681603952,-0.9593582270851354,-0.024691128693014885,73,2
119,20.0,-0.8552441147764164,-0.7617339854942441,-0.34806662667489435,-0.45867437690322216,-0.5686248493472483,73,2
120,19.0,-0.8552441147764164,-0.6946004776383383,0.2013461902748256,-0.12094894965787499,-0.024691128693014885,73,2
121,15.0,1.496307924470656,1.1947282434492943,1.19552176380289,0.5060867212067381,-1.6564922906557151,73,1
122,24.0,-0.8552441147764164,-0.6946004776383383,0.14902116008913796,-0.36656744219994564,-0.5686248493472483,73,2
123,20.0,0.32053190484711985,-0.3589329383588097,0.4629713412032636,-0.1929812960283861,-0.7499360895653261,73,3
124,11.0,1.496307924470656,1.5016242793620063,1.9803972165882044,0.8190141275704339,-1.6564922906557151,73,1
125,20.0,0.32053190484711985,0.043868108776624684,-0.24341656630351913,0.1553718544519545,0.3379313517431407,74,1
126,21.0,0.32053190484711985,0.06304911102116918,-0.28266033894278486,-0.11268294269732453,0.5192425919612185,74,1
127,19.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,-0.0819806311295657,0.15662011152506292,74,1
128,15.0,0.32053190484711985,0.5425741671347816,-0.1126039908393001,0.431692658561784,0.5192425919612185,74,1
129,31.0,-0.8552441147764164,-1.0974015247737727,-0.9759669889031457,-1.204976719627206,1.2444875528335297,74,3
130,26.0,-0.8552441147764164,-0.6850099765160661,-0.6358542926961762,-0.6133667928792378,0.3379313517431407,74,1
131,32.0,-0.8552441147764164,-1.1741255337519507,-1.0282920190888334,-1.3395945472704562,1.9697325137058408,74,3
132,25.0,-0.8552441147764164,-0.5123809563151657,-0.7666668681603952,-0.5059087023920819,0.5192425919612185,74,1
133,16.0,0.32053190484711985,0.5425741671347816,-0.1126039908393001,0.9571745296253487,0.5192425919612185,74,1
134,16.0,0.32053190484711985,0.6192981761129595,0.14902116008913796,0.7812266671793461,0.8818650723973741,74,1
135,18.0,0.32053190484711985,0.30281163907797537,0.018208584624918932,0.7587903625721377,0.3379313517431407,74,1
136,16.0,1.496307924470656,1.0412802254929383,0.9338966128744521,1.3822834590250863,-0.5686248493472483,74,1
137,13.0,1.496307924470656,1.5016242793620063,1.19552176380289,2.04120229959468,-0.38731360912917046,74,1
138,14.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.7554346303870783,-0.7499360895653261,74,1
139,14.0,1.496307924470656,1.0412802254929383,0.9338966128744521,1.9691699532241687,0.15662011152506292,74,1
140,14.0,1.496307924470656,1.060461227737483,1.19552176380289,1.5192630029427796,-0.024691128693014885,74,1
141,29.0,-0.8552441147764164,-0.9151820034506,-0.5573667474176448,-0.8873258807146243,0.3379313517431407,74,2
142,26.0,-0.8552441147764164,-1.0974015247737727,-0.9759669889031457,-1.1896255638433266,-0.024691128693014885,74,2
143,26.0,-0.8552441147764164,-0.9247725045728723,-0.6881793228818638,-0.7916763715996833,-0.38731360912917046,74,2
144,31.0,-0.8552441147764164,-1.1261730281405895,-1.3684047152958028,-1.5604150189308756,0.3379313517431407,74,3
145,32.0,-0.8552441147764164,-1.0590395202846836,-1.1329420794602085,-1.142391238354467,1.2444875528335297,74,3
146,28.0,-0.8552441147764164,-0.991906012428778,-0.7666668681603952,-0.9983265456134447,-0.38731360912917046,74,1
147,24.0,-0.8552441147764164,-0.991906012428778,-0.7666668681603952,-1.01840113394621,-0.024691128693014885,74,2
148,26.0,-0.8552441147764164,-0.7425529832496995,-0.7666668681603952,-0.855442711009644,-0.5686248493472483,74,2
149,24.0,-0.8552441147764164,-0.7041909787606105,-0.19109153611783153,-0.5684941836648211,-0.2060023689110927,74,3
150,26.0,-0.8552441147764164,-0.8192769922278775,-0.2957415964892067,-0.6842182811125275,-0.024691128693014885,74,3
151,31.0,-0.8552441147764164,-1.0974015247737727,-0.9759669889031457,-1.1459338127661314,0.15662011152506292,74,2
152,19.0,0.32053190484711985,0.30281163907797537,-0.24341656630351913,0.34667087268183644,0.15662011152506292,75,1
153,18.0,0.32053190484711985,0.5425741671347816,0.018208584624918932,0.5769382094400277,0.15662011152506292,75,1
154,15.0,0.32053190484711985,0.5425741671347816,-0.8451544134389267,0.5450550397350474,1.9697325137058408,75,1
155,15.0,0.32053190484711985,0.5425741671347816,-0.8451544134389267,0.22149991013635814,1.4257987930516074,75,1
156,16.0,1.496307924470656,1.9811493354756187,1.7187720656597663,2.004595697340813,-1.4751810504376373,75,1
157,15.0,1.496307924470656,1.5016242793620063,1.0647091883386712,1.735360042054313,-0.5686248493472483,75,1
158,16.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.8038498140131596,-0.38731360912917046,75,1
159,14.0,1.496307924470656,1.5112147804842784,1.1431967336172026,1.991606257831377,-0.7499360895653261,75,1
160,17.0,0.32053190484711985,0.3603546458116088,0.14902116008913796,1.1059626549152568,1.9697325137058408,75,1
161,16.0,0.32053190484711985,0.5425741671347816,0.018208584624918932,1.094154073543042,1.0631763126154519,75,1
162,15.0,0.32053190484711985,0.6192981761129595,0.14902116008913796,0.8969507646270525,1.2444875528335297,75,1
163,18.0,0.32053190484711985,0.30281163907797537,-0.24341656630351913,0.9618979621742346,1.2444875528335297,75,1
164,21.0,0.32053190484711985,0.3603546458116088,0.14902116008913796,0.08097779180700042,-0.2060023689110927,75,1
165,20.0,1.496307924470656,0.6576601806020484,0.14902116008913796,0.29589397278131224,-0.7499360895653261,75,1
166,13.0,1.496307924470656,1.0412802254929383,0.6461089468531703,0.23448934964579457,-1.2938698102195594,75,1
167,29.0,-0.8552441147764164,-0.9247725045728723,-0.7666668681603952,-0.944007071301256,0.15662011152506292,75,3
168,23.0,-0.8552441147764164,-0.5123809563151657,-0.5573667474176448,-0.39136546308159703,0.5192425919612185,75,1
169,20.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,-0.06662947534568628,0.15662011152506292,75,1
170,23.0,-0.8552441147764164,-0.5123809563151657,-0.6881793228818638,-0.4468657955310072,1.0631763126154519,75,1
171,24.0,-0.8552441147764164,-0.5699239630487991,-0.21725405121067531,-0.3169714004366429,-0.7499360895653261,75,3
172,25.0,-0.8552441147764164,-0.991906012428778,-0.8713169285317705,-0.8826024481657383,0.3379313517431407,75,2
173,24.0,-0.8552441147764164,-0.7137814798828829,-0.19109153611783153,-0.5023661279804174,0.5192425919612185,75,3
174,18.0,0.32053190484711985,-0.21507542152472597,-0.19109153611783153,0.016030594259818266,-0.38731360912917046,75,1
175,29.0,-0.8552441147764164,-0.991906012428778,-0.8974794436246143,-1.2203278754110856,-0.5686248493472483,75,2
176,19.0,0.32053190484711985,0.3699451469338811,-0.37422914176773814,0.28408539140909733,0.5192425919612185,75,1
177,23.0,-0.8552441147764164,-0.7521434843719719,-0.24341656630351913,-0.3264182655344149,-0.2060023689110927,75,2
178,23.0,-0.8552441147764164,-0.7041909787606105,-0.42655417195342576,-0.015852575445162057,0.5192425919612185,75,2
179,22.0,-0.8552441147764164,-0.6946004776383383,-0.16492902102498772,-0.03002287309181998,-0.38731360912917046,75,2
180,25.0,-0.8552441147764164,-0.6946004776383383,0.279833735553357,-0.3535780026905092,-0.7499360895653261,75,2
181,33.0,-0.8552441147764164,-0.9823155113065057,-1.342242200202959,-1.3880097308965376,0.7005538321792963,75,3
182,28.0,-0.8552441147764164,-0.8288674933501498,-0.4788792021391134,-0.5980156370953584,-0.024691128693014885,76,2
183,25.0,-0.8552441147764164,-0.7425529832496995,-0.6096917776033324,-0.8861450225774028,0.4829803439176024,76,2
184,25.0,-0.8552441147764164,-0.5123809563151657,-0.32190411158205057,-0.47048295827543707,-0.2422646169547081,76,1
185,26.0,-0.8552441147764164,-0.9151820034506,-0.6620168077890201,-0.8448149877746506,0.7730783282665271,76,1
186,27.0,-0.8552441147764164,-0.8864105000837833,-0.5573667474176448,-0.9074004690473897,-0.09721562478024574,76,2
187,17.5,1.496307924470656,1.070051728859755,0.9338966128744521,1.4696669611794768,-0.9312473297834039,76,1
188,16.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.4401455077489396,-0.9312473297834039,76,1
189,15.5,1.496307924470656,1.060461227737483,0.41064631101757604,1.170909852462439,-0.6048870973908637,76,1
190,14.5,1.496307924470656,1.5112147804842784,1.2478467939885778,1.4696669611794768,-1.0037718258706347,76,1
191,22.0,0.32053190484711985,0.30281163907797537,-0.1126039908393001,0.3100642704279702,-0.060953376736630316,76,1
192,22.0,0.32053190484711985,0.5425741671347816,0.018208584624918932,0.4517672468945494,-0.38731360912917046,76,1
193,24.0,0.32053190484711985,0.06304911102116918,-0.6096917776033324,0.04909462210202009,0.7368160802229123,76,1
194,22.5,0.32053190484711985,0.3699451469338811,-0.37422914176773814,0.13529726611918913,0.7368160802229123,76,1
195,29.0,-0.8552441147764164,-1.0398585180401392,-1.3684047152958028,-1.104603777963379,2.404879490229227,76,1
196,24.5,-0.8552441147764164,-0.9151820034506,-1.1591045945530523,-0.9522730782618064,2.3686172421856124,76,1
197,29.0,-0.8552441147764164,-0.991906012428778,-0.8974794436246143,-1.2203278754110856,-0.4961003532600174,76,2
198,33.0,-0.8552441147764164,-0.9823155113065057,-1.342242200202959,-1.3880097308965376,0.6642915841356802,76,3
199,20.0,0.32053190484711985,0.30281163907797537,-0.1126039908393001,0.8036629717865544,0.7730783282665271,76,1
